chembl_id	name	smiles	pAff
CHEMBL1270230	5-(2-Amino-pyrimidin-4-yl)-2-phenyl-1H-pyrrole-3-carboxamide	NC(=O)c1cc([nH]c1c2ccccc2)c3ccnc(N)n3	4.0
CHEMBL1614960	3-(5-hydroxynaphthalen-2-ylamino)-N-(pyrimidin-4-yl)furo[2,3-c]pyridine-2-carboxamide	Oc1cccc2cc(Nc3c(oc4cnccc34)C(=O)Nc5ccncn5)ccc12	7.42136079003
CHEMBL1614963	2-chloro-5-(2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-ylamino)phenol	Oc1cc(Nc2c(oc3cnccc23)c4ncccn4)ccc1Cl	7.50863830617
CHEMBL1667865	N-(3-(3-aminopropyl)-7-chloro-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	NCCCc1n[nH]c2c(Cl)ccc(Nc3c(oc4cnccc34)c5ncccn5)c12	5.88605664769
CHEMBL1667896	3-(1-(hydroxyimino)isoindolin-5-ylamino)-N-isopropylfuro[2,3-c]pyridine-2-carboxamide	CC(C)NC(=O)c1oc2cnccc2c1Nc3ccc4\C(=N\O)\NCc4c3	5.88605664769
CHEMBL1667897	5-(2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-ylamino)-2,3-dihydro-1H-inden-1-one	O=C1CCc2cc(Nc3c(oc4cnccc34)c5ncccn5)ccc12	6.08618614762
CHEMBL1667898	ethyl 3-(1-oxo-2,3-dihydro-1H-inden-5-ylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3ccc4C(=O)CCc4c3	5.16749108729
CHEMBL1667899	5-(2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-ylamino)isoindolin-1-one oxime	O\N=C\1/NCc2cc(Nc3c(oc4cnccc34)c5ncccn5)ccc12	7.7447274949
CHEMBL1667900	3-(2,4-dihydroindeno[1,2-c]pyrazol-6-ylamino)-N-isopropylfuro[2,3-c]pyridine-2-carboxamide	CC(C)NC(=O)c1oc2cnccc2c1Nc3ccc4c(Cc5c[nH]nc45)c3	5.10790539731
CHEMBL1667901	3-(2,4-dihydroindeno[1,2-c]pyrazol-6-ylamino)-N-(2-(methylamino)vinyl)furo[2,3-c]pyridine-2-carboxamide	CN\C=C\NC(=O)c1oc2cnccc2c1Nc3ccc4c(Cc5c[nH]nc45)c3	5.33724216832
CHEMBL1667902	N-(2,4-dihydroindeno[1,2-c]pyrazol-6-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	C1c2cc(Nc3c(oc4cnccc34)c5ncccn5)ccc2c6n[nH]cc16	5.95860731484
CHEMBL1667904	ethyl 3-(quinolin-3-ylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3cnc4ccccc4c3	5.30102999566
CHEMBL1667905	ethyl 3-(5-aminonaphthalen-2-ylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3ccc4c(N)cccc4c3	5.04095860768
CHEMBL1667906	ethyl 3-(5-hydroxynaphthalen-2-ylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3ccc4c(O)cccc4c3	7.26760624018
CHEMBL1667907	ethyl 3-(6-fluoro-5-hydroxynaphthalen-2-ylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3ccc4c(O)c(F)ccc4c3	6.84771165562
CHEMBL1667908	3-(5-hydroxynaphthalen-2-ylamino)-N-isopropylfuro[2,3-c]pyridine-2-carboxamide	CC(C)NC(=O)c1oc2cnccc2c1Nc3ccc4c(O)cccc4c3	7.06198090252
CHEMBL1667909	N-(2-(dimethylamino)vinyl)-3-(5-hydroxynaphthalen-2-ylamino)furo[2,3-c]pyridine-2-carboxamide	CN(C)\C=C\NC(=O)c1oc2cnccc2c1Nc3ccc4c(O)cccc4c3	6.99139982824
CHEMBL1667910	6-(2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-ylamino)naphthalen-1-ol	Oc1cccc2cc(Nc3c(oc4cnccc34)c5ncccn5)ccc12	8.38721614328
CHEMBL1667911	6-(2-(5-((4-methylpiperazin-1-yl)methyl)pyrimidin-2-yl)furo[2,3-c]pyridin-3-ylamino)naphthalen-1-ol	CN1CCN(Cc2cnc(nc2)c3oc4cnccc4c3Nc5ccc6c(O)cccc6c5)CC1	7.79588001734
CHEMBL1667912	ethyl 3-(4-chloro-3-hydroxyphenylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3ccc(Cl)c(O)c3	6.35457773065
CHEMBL1667913	3-(4-chloro-3-hydroxyphenylamino)-N-isopropylfuro[2,3-c]pyridine-2-carboxamide	CC(C)NC(=O)c1oc2cnccc2c1Nc3ccc(Cl)c(O)c3	6.08460016479
CHEMBL1667914	3-(4-chloro-3-hydroxyphenylamino)-N-(pyrimidin-2-yl)furo[2,3-c]pyridine-2-carboxamide	Oc1cc(Nc2c(oc3cnccc23)C(=O)Nc4ncccn4)ccc1Cl	6.25492520842
CHEMBL1667915	N-(1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	N(c1cccc2[nH]ncc12)c3c(oc4cnccc34)c5ncccn5	5.60205999133
CHEMBL1667916	N-(7-chloro-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	Clc1ccc(Nc2c(oc3cnccc23)c4ncccn4)c5cn[nH]c15	6.60205999133
CHEMBL1667917	N-(6-chloro-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	Clc1cc(Nc2c(oc3cnccc23)c4ncccn4)c5cn[nH]c5c1	5.79588001734
CHEMBL1667919	3-(7-chloro-1H-indazol-4-ylamino)-N-isopropylfuro[2,3-c]pyridine-2-carboxamide	CC(C)NC(=O)c1oc2cnccc2c1Nc3ccc(Cl)c4[nH]ncc34	5.3767507096
CHEMBL1667920	N-(7-methyl-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	Cc1ccc(Nc2c(oc3cnccc23)c4ncccn4)c5cn[nH]c15	6.07572071394
CHEMBL1667921	N-(7-fluoro-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	Fc1ccc(Nc2c(oc3cnccc23)c4ncccn4)c5cn[nH]c15	5.45593195565
CHEMBL1667922	N-(7-chloro-6-methyl-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	Cc1cc(Nc2c(oc3cnccc23)c4ncccn4)c5cn[nH]c5c1Cl	6.52287874528
CHEMBL1667923	N-(7-chloro-3-ethyl-1H-indazol-4-yl)-2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-amine	CCc1n[nH]c2c(Cl)ccc(Nc3c(oc4cnccc34)c5ncccn5)c12	6.85387196432
CHEMBL1667924	3-(7-chloro-4-(2-(pyrimidin-2-yl)furo[2,3-c]pyridin-3-ylamino)-1H-indazol-3-yl)propan-1-ol	OCCCc1n[nH]c2c(Cl)ccc(Nc3c(oc4cnccc34)c5ncccn5)c12	6.45593195565
CHEMBL1667925	ethyl 3-(1-(hydroxyimino)-2,3-dihydro-1H-inden-5-ylamino)furo[2,3-c]pyridine-2-carboxylate	CCOC(=O)c1oc2cnccc2c1Nc3ccc4\C(=N/O)\CCc4c3	7.52287874528
CHEMBL1738758	1-(2-hydroxyethyl)-8-(5-(4-methylpiperazin-1-yl)-2-(trifluoromethoxy)phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxamide	CN1CCN(CC1)c2ccc(OC(F)(F)F)c(Nc3ncc4CCc5c(nn(CCO)c5c4n3)C(=O)N)c2	4.0
CHEMBL2171121	5-{1-[(2-Chlorophenyl)acetyl]-2,3-dihydro-1H-indol-5-yl}-7-methyl-7H-pyrrolo[2,3-d]pyrimidin-4-amine	Cn1cc(c2ccc3N(CCc3c2)C(=O)Cc4ccccc4Cl)c5c(N)ncnc15	9.04575749056
CHEMBL2171123	7-Methyl-5-(1-{[3-(methyloxy)phenyl]acetyl}-2,3-dihydro-1H-indol-5-yl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine	COc1cccc(CC(=O)N2CCc3cc(ccc23)c4cn(C)c5ncnc(N)c45)c1	9.30102999566
CHEMBL2171125	5-(1-{[3-Fluoro-5-(trifluoromethyl)phenyl]acetyl}-2,3-dihydro-1H-indol-5-yl)-7-methyl-7H-pyrrolo[2,3-d]pyrimidin-4-amine	Cn1cc(c2ccc3N(CCc3c2)C(=O)Cc4cc(F)cc(c4)C(F)(F)F)c5c(N)ncnc15	9.52287874528
