chembl_id	name	smiles	pAff
CHEMBL10271	2-[5-Bromo-2-(4-fluoro-benzylsulfanyl)-4-oxo-4H-pyrimidin-1-yl]-N-(2-diethylamino-ethyl)-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(Br)C(=O)N=C3SCc4ccc(F)cc4	9.0
CHEMBL10352	N-(2-Diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-5-(2-methanesulfonylamino-ethyl)-4-oxo-4H-pyrimidin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(CCNS(=O)(=O)C)C(=O)N=C3SCc4ccc(F)cc4	9.0
CHEMBL10440	N-(4'-Chloro-biphenyl-4-ylmethyl)-N-(2-diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-5-methyl-4-oxo-4H-pyrimidin-1-yl]-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C=C(C)C(=O)N=C3SCc4ccc(F)cc4	8.30102999566
CHEMBL10441	N-(2-Diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-4-oxo-5,6,7,8-tetrahydro-4H-quinazolin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C4=C(CCCC4)C(=O)N=C3SCc5ccc(F)cc5	10.0
CHEMBL10501	N-(4'-Chloro-biphenyl-4-ylmethyl)-N-(2-diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-4-oxo-5,6,7,8-tetrahydro-4H-quinazolin-1-yl]-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(Cl)cc2)C(=O)CN3C4=C(CCCC4)C(=O)N=C3SCc5ccc(F)cc5	9.60205999133
CHEMBL10502	N-(2-Diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-5-(2-hydroxy-ethyl)-4-oxo-4H-pyrimidin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(CCO)C(=O)N=C3SCc4ccc(F)cc4	8.69897000434
CHEMBL10532	N-(2-Diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-5-methyl-4-oxo-4H-pyrimidin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(C)C(=O)N=C3SCc4ccc(F)cc4	9.0
CHEMBL10600	N-(2-Diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-5-methylsulfanyl-4-oxo-4H-pyrimidin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(SC)C(=O)N=C3SCc4ccc(F)cc4	9.09691001301
CHEMBL10604	N-(2-Diethylamino-ethyl)-2-[5-ethyl-2-(4-fluoro-benzylsulfanyl)-4-oxo-4H-pyrimidin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(CC)C(=O)N=C3SCc4ccc(F)cc4	9.39794000867
CHEMBL10612	N-(2-Diethylamino-ethyl)-2-[2-(4-fluoro-benzylsulfanyl)-5-methoxy-4-oxo-4H-pyrimidin-1-yl]-N-(4'-trifluoromethyl-biphenyl-4-ylmethyl)-acetamide	CCN(CC)CCN(Cc1ccc(cc1)c2ccc(cc2)C(F)(F)F)C(=O)CN3C=C(OC)C(=O)N=C3SCc4ccc(F)cc4	7.72124639905
